service_id,date,exception_type
288806_236907,20250410,2
288806_236907,20251013,2
288806_236907,20251007,2
288806_236907,20250428,2
288806_236907,20250423,2
288806_236907,20250520,2
288806_236907,20250416,2
288806_236907,20250506,2
288806_236907,20250407,2
288806_236907,20250422,2
288806_236907,20250509,2
288806_236907,20250523,2
288806_236907,20251020,2
288806_236909,20251017,2
288806_236909,20250401,2
288806_236909,20250425,2
288806_236909,20250317,2
288806_236909,20250521,2
288806_236909,20251023,2
288806_236909,20250408,2
288806_236909,20251009,2
288806_236909,20250505,2
288806_236909,20250513,2
288806_236909,20251022,2
288806_236909,20251001,2
288806_236909,20251024,2
288806_236909,20250321,2
288806_236909,20250930,2
288806_236909,20250512,2
288806_236909,20250327,2
288806_236909,20251027,2
288806_236909,20250404,2
288806_236909,20251015,2
288806_236909,20250326,2
288806_236909,20250429,2
288806_236909,20251003,2
288806_236909,20250522,2
288806_236909,20250414,2
288806_236909,20250402,2
288806_236909,20251021,2
288806_236909,20250320,2
288806_236909,20250430,2
288806_236909,20251008,2
288806_236909,20250515,2
288806_236909,20250328,2
288806_236909,20250331,2
288806_236909,20250929,2
288806_236909,20250519,2
288806_236909,20250415,2
288806_236909,20250514,2
288806_236909,20250409,2
288806_236909,20250516,2
288806_236909,20251002,2
288806_236909,20251014,2
288806_236909,20250319,2
288806_236909,20250403,2
288806_236909,20250507,2
288806_236909,20250424,2
288806_236909,20250325,2
288806_236909,20251010,2
288806_236909,20250411,2
288806_236909,20251006,2
288806_236909,20250318,2
288806_236909,20251016,2
288806_236909,20250324,2
288806_236909,20250410,2
288806_236909,20251013,2
288806_236909,20251007,2
288806_236909,20250428,2
288806_236909,20250423,2
288806_236909,20250520,2
288806_236909,20250416,2
288806_236909,20250506,2
288806_236909,20250407,2
288806_236909,20250422,2
288806_236909,20250509,2
288806_236909,20250523,2
288806_236909,20251020,2
288806_236911,20251017,2
288806_236911,20250401,2
288806_236911,20250425,2
288806_236911,20250317,2
288806_236911,20250521,2
288806_236911,20251023,2
288806_236911,20250408,2
288806_236911,20251009,2
288806_236911,20250505,2
288806_236911,20250513,2
288806_236911,20251022,2
288806_236911,20251001,2
288806_236911,20251024,2
288806_236911,20250321,2
288806_236911,20250930,2
288806_236911,20250512,2
288806_236911,20250327,2
288806_236911,20251027,2
288806_236911,20250404,2
288806_236911,20251015,2
288806_236911,20250326,2
288806_236911,20250429,2
288806_236911,20251003,2
288806_236911,20250522,2
288806_236911,20250414,2
288806_236911,20250402,2
288806_236911,20251021,2
288806_236911,20250320,2
288806_236911,20250430,2
288806_236911,20251008,2
288806_236911,20250515,2
288806_236911,20250328,2
288806_236911,20250331,2
288806_236911,20250929,2
288806_236911,20250519,2
288806_236911,20250415,2
288806_236911,20250514,2
288806_236911,20250409,2
288806_236911,20250516,2
288806_236911,20251002,2
288806_236911,20251014,2
288806_236911,20250319,2
288806_236911,20250403,2
288806_236911,20250507,2
288806_236911,20250424,2
288806_236911,20250325,2
288806_236911,20251010,2
288806_236911,20250411,2
288806_236911,20251006,2
288806_236911,20250318,2
288806_236911,20251016,2
288806_236911,20250324,2
288806_236911,20250410,2
288806_236911,20251013,2
288806_236911,20251007,2
288806_236911,20250428,2
288806_236911,20250423,2
288806_236911,20250520,2
288806_236911,20250416,2
288806_236911,20250506,2
288806_236911,20250407,2
288806_236911,20250422,2
288806_236911,20250509,2
288806_236911,20250523,2
288806_236911,20251020,2
288806_236913,20251017,2
288806_236913,20250401,2
288806_236913,20250425,2
288806_236913,20250317,2
288806_236913,20250521,2
288806_236913,20251023,2
288806_236913,20250408,2
288806_236913,20251009,2
288806_236913,20250505,2
288806_236913,20250513,2
288806_236913,20251022,2
288806_236913,20251001,2
288806_236913,20251024,2
288806_236913,20250321,2
288806_236913,20250930,2
288806_236913,20250512,2
288806_236913,20250327,2
288806_236913,20251027,2
288806_236913,20250404,2
288806_236913,20251015,2
288806_236913,20250326,2
288806_236913,20250429,2
288806_236913,20251003,2
288806_236913,20250522,2
288806_236913,20250414,2
288806_236913,20250402,2
288806_236913,20251021,2
288806_236913,20250320,2
288806_236913,20250430,2
288806_236913,20251008,2
288806_236913,20250515,2
288806_236913,20250328,2
288806_236913,20250331,2
288806_236913,20250929,2
288806_236913,20250519,2
288806_236913,20250415,2
288806_236913,20250514,2
288806_236913,20250409,2
288806_236913,20250516,2
288806_236913,20251002,2
288806_236913,20251014,2
288806_236913,20250319,2
288806_236913,20250403,2
288806_236913,20250507,2
288806_236913,20250424,2
288806_236913,20250325,2
288806_236913,20251010,2
288806_236913,20250411,2
288806_236913,20251006,2
288806_236913,20250318,2
288806_236913,20251016,2
288806_236913,20250324,2
288806_236913,20250410,2
288806_236913,20251013,2
288806_236913,20251007,2
288806_236913,20250428,2
288806_236913,20250423,2
288806_236913,20250520,2
288806_236913,20250416,2
288806_236913,20250506,2
288806_236913,20250407,2
288806_236913,20250422,2
288806_236913,20250509,2
288806_236913,20250523,2
288806_236913,20251020,2
288806_236919,20250417,1
288806_236919,20250620,1
288806_236919,20250421,1
288806_236919,20250508,1
288806_236919,20250502,1
288806_236919,20251028,1
288806_236919,20251117,1
288806_236919,20250418,1
288806_236919,20250420,1
288806_236921,20250417,1
288806_236921,20250620,1
288806_236921,20250421,1
288806_236921,20250508,1
288806_236921,20250502,1
288806_236921,20251028,1
288806_236921,20251117,1
288806_236921,20250418,1
288806_236921,20250420,1
288806_236923,20251017,2
288806_236923,20250401,2
288806_236923,20250425,2
288806_236923,20250317,2
288806_236923,20250521,2
288806_236923,20251023,2
288806_236923,20250408,2
288806_236923,20251009,2
288806_236923,20250505,2
288806_236923,20250513,2
288806_236923,20251022,2
288806_236923,20251001,2
288806_236923,20251024,2
288806_236923,20250321,2
288806_236923,20250930,2
288806_236923,20250512,2
288806_236923,20250327,2
288806_236923,20251027,2
288806_236923,20250404,2
288806_236923,20251015,2
288806_236923,20250326,2
288806_236923,20250429,2
288806_236923,20251003,2
288806_236923,20250522,2
288806_236923,20250414,2
288806_236923,20250402,2
288806_236923,20251021,2
288806_236923,20250320,2
288806_236923,20250430,2
288806_236923,20251008,2
288806_236923,20250515,2
288806_236923,20250328,2
288806_236923,20250331,2
288806_236923,20250929,2
288806_236923,20250519,2
288806_236923,20250415,2
288806_236923,20250514,2
288806_236923,20250409,2
288806_236923,20250516,2
288806_236923,20251002,2
288806_236923,20251014,2
288806_236923,20250319,2
288806_236923,20250403,2
288806_236923,20250507,2
288806_236923,20250424,2
288806_236923,20250325,2
288806_236923,20251010,2
288806_236923,20250411,2
288806_236923,20251006,2
288806_236923,20250318,2
288806_236923,20251016,2
288806_236923,20250324,2
288806_236923,20250410,2
288806_236923,20251013,2
288806_236923,20251007,2
288806_236923,20250428,2
288806_236923,20250423,2
288806_236923,20250520,2
288806_236923,20250416,2
288806_236923,20250506,2
288806_236923,20250407,2
288806_236923,20250422,2
288806_236923,20250509,2
288806_236923,20250523,2
288806_236923,20251020,2
288806_236925,20251017,2
288806_236925,20250401,2
288806_236925,20250425,2
288806_236925,20250317,2
288806_236925,20250521,2
288806_236925,20251023,2
288806_236925,20250408,2
288806_236925,20251009,2
288806_236925,20250505,2
288806_236925,20250513,2
288806_236925,20251022,2
288806_236925,20251001,2
288806_236925,20251024,2
288806_236925,20250321,2
288806_236925,20250930,2
288806_236925,20250512,2
288806_236925,20250327,2
288806_236925,20251027,2
288806_236925,20250404,2
288806_236925,20251015,2
288806_236925,20250326,2
288806_236925,20250429,2
288806_236925,20251003,2
288806_236925,20250522,2
288806_236925,20250414,2
288806_236925,20250402,2
288806_236925,20251021,2
288806_236925,20250320,2
288806_236925,20250430,2
288806_236925,20251008,2
288806_236925,20250515,2
288806_236925,20250328,2
288806_236925,20250331,2
288806_236925,20250929,2
288806_236925,20250519,2
288806_236925,20250415,2
288806_236925,20250514,2
288806_236925,20250409,2
288806_236925,20250516,2
288806_236925,20251002,2
288806_236925,20251014,2
288806_236925,20250319,2
288806_236925,20250403,2
288806_236925,20250507,2
288806_236925,20250424,2
288806_236925,20250325,2
288806_236925,20251010,2
288806_236925,20250411,2
288806_236925,20251006,2
288806_236925,20250318,2
288806_236925,20251016,2
288806_236925,20250324,2
288806_236925,20250410,2
288806_236925,20251013,2
288806_236925,20251007,2
288806_236925,20250428,2
288806_236925,20250423,2
288806_236925,20250520,2
288806_236925,20250416,2
288806_236925,20250506,2
288806_236925,20250407,2
288806_236925,20250422,2
288806_236925,20250509,2
288806_236925,20250523,2
288806_236925,20251020,2
288806_236927,20250417,1
288806_236927,20250620,1
288806_236927,20250421,1
288806_236927,20250508,1
288806_236927,20250502,1
288806_236927,20251028,1
288806_236927,20251117,1
288806_236927,20250418,1
288806_236927,20250420,1
288806_236929,20250417,1
288806_236929,20250620,1
288806_236929,20250421,1
288806_236929,20250508,1
288806_236929,20250502,1
288806_236929,20251028,1
288806_236929,20251117,1
288806_236929,20250418,1
288806_236929,20250420,1
288806_236935,20251017,2
288806_236935,20250401,2
288806_236935,20250425,2
288806_236935,20250317,2
288806_236935,20250521,2
288806_236935,20251023,2
288806_236935,20250408,2
288806_236935,20251009,2
288806_236935,20250505,2
288806_236935,20250513,2
288806_236935,20251022,2
288806_236935,20251001,2
288806_236935,20251024,2
288806_236935,20250321,2
288806_236935,20250930,2
288806_236935,20250512,2
288806_236935,20250327,2
288806_236935,20251027,2
288806_236935,20250404,2
288806_236935,20251015,2
288806_236935,20250326,2
288806_236935,20250429,2
288806_236935,20251003,2
288806_236935,20250522,2
288806_236935,20250414,2
288806_236935,20250402,2
288806_236935,20251021,2
288806_236935,20250320,2
288806_236935,20250430,2
288806_236935,20251008,2
288806_236935,20250515,2
288806_236935,20250328,2
288806_236935,20250331,2
288806_236935,20250929,2
288806_236935,20250519,2
288806_236935,20250415,2
288806_236935,20250514,2
288806_236935,20250409,2
288806_236935,20250516,2
288806_236935,20251002,2
288806_236935,20251014,2
288806_236935,20250319,2
288806_236935,20250403,2
288806_236935,20250507,2
288806_236935,20250424,2
288806_236935,20250325,2
288806_236935,20251010,2
288806_236935,20250411,2
288806_236935,20251006,2
288806_236935,20250318,2
288806_236935,20251016,2
288806_236935,20250324,2
288806_236935,20250410,2
288806_236935,20251013,2
288806_236935,20251007,2
288806_236935,20250428,2
288806_236935,20250423,2
288806_236935,20250520,2
288806_236935,20250416,2
288806_236935,20250506,2
288806_236935,20250407,2
288806_236935,20250422,2
288806_236935,20250509,2
288806_236935,20250523,2
288806_236935,20251020,2
288806_236937,20251017,2
288806_236937,20250401,2
288806_236937,20250425,2
288806_236937,20250317,2
288806_236937,20250521,2
288806_236937,20251023,2
288806_236937,20250408,2
288806_236937,20251009,2
288806_236937,20250505,2
288806_236937,20250513,2
288806_236937,20251022,2
288806_236937,20251001,2
288806_236937,20251024,2
288806_236937,20250321,2
288806_236937,20250930,2
288806_236937,20250512,2
288806_236937,20250327,2
288806_236937,20251027,2
288806_236937,20250404,2
288806_236937,20251015,2
288806_236937,20250326,2
288806_236937,20250429,2
288806_236937,20251003,2
288806_236937,20250522,2
288806_236937,20250414,2
288806_236937,20250402,2
288806_236937,20251021,2
288806_236937,20250320,2
288806_236937,20250430,2
288806_236937,20251008,2
288806_236937,20250515,2
288806_236937,20250328,2
288806_236937,20250331,2
288806_236937,20250929,2
288806_236937,20250519,2
288806_236937,20250415,2
288806_236937,20250514,2
288806_236937,20250409,2
288806_236937,20250516,2
288806_236937,20251002,2
288806_236937,20251014,2
288806_236937,20250319,2
288806_236937,20250403,2
288806_236937,20250507,2
288806_236937,20250424,2
288806_236937,20250325,2
288806_236937,20251010,2
288806_236937,20250411,2
288806_236937,20251006,2
288806_236937,20250318,2
288806_236937,20251016,2
288806_236937,20250324,2
288806_236937,20250410,2
288806_236937,20251013,2
288806_236937,20251007,2
288806_236937,20250428,2
288806_236937,20250423,2
288806_236937,20250520,2
288806_236937,20250416,2
288806_236937,20250506,2
288806_236937,20250407,2
288806_236937,20250422,2
288806_236937,20250509,2
288806_236937,20250523,2
288806_236937,20251020,2
288808_237551,20250421,2
288808_237551,20250420,2
288808_237553,20250421,1
288808_237553,20250420,1
288808_237561,20250421,2
288808_237561,20250420,2
288808_237563,20250421,1
288808_237563,20250420,1
288808_237578,20250421,1
288808_237578,20250420,1
288808_237580,20250421,2
288808_237580,20250420,2
288808_237598,20250421,1
288808_237598,20250420,1
288808_237600,20250421,2
288808_237600,20250420,2
288809_236969,20250421,2
288809_236969,20251119,2
288809_236969,20251031,2
288809_236969,20250609,2
288809_236969,20250529,2
288809_236969,20250501,2
288809_236969,20251003,2
288809_236969,20250418,2
288809_236971,20250421,2
288809_236971,20251119,2
288809_236971,20251031,2
288809_236971,20250609,2
288809_236971,20250529,2
288809_236971,20250501,2
288809_236971,20251003,2
288809_236971,20250418,2
288809_237977,20250421,2
288809_237977,20250420,2
288809_237994,20250421,1
288809_237994,20250420,1
288809_237995,20250421,2
288809_237995,20250420,2
288809_238007,20250421,2
288809_238007,20250420,2
288809_238021,20250421,1
288809_238021,20250420,1
288809_238022,20250421,2
288809_238022,20250420,2
288810_236965,20250421,1
288810_236965,20250420,1
288810_236967,20250421,1
288810_236967,20250420,1
288810_237602,20250421,1
288810_237602,20250420,1
288810_237605,20250421,1
288810_237605,20250420,1
288810_237613,20251111,1
288810_237613,20250430,1
288810_237613,20250421,1
288810_237613,20250814,1
288810_237613,20250618,1
288810_237613,20250620,2
288810_237613,20251109,2
288810_237613,20250815,2
288810_237613,20250502,2
288810_237613,20250420,2
288810_237615,20250421,2
288810_237615,20250420,2
288810_237624,20250421,2
288810_237624,20250420,2
288810_237626,20250620,1
288810_237626,20251109,1
288810_237626,20250815,1
288810_237626,20250502,1
288810_237626,20250420,1
288810_237626,20251111,2
288810_237626,20250430,2
288810_237626,20250421,2
288810_237626,20250814,2
288810_237626,20250618,2
288810_238365,20251111,1
288810_238365,20250430,1
288810_238365,20250421,1
288810_238365,20250814,1
288810_238365,20250618,1
288810_238365,20250620,2
288810_238365,20251109,2
288810_238365,20250815,2
288810_238365,20250502,2
288810_238365,20250420,2
288810_238371,20250421,2
288810_238371,20250420,2
288810_238374,20250620,1
288810_238374,20251109,1
288810_238374,20250815,1
288810_238374,20250502,1
288810_238374,20250420,1
288810_238374,20251111,2
288810_238374,20250430,2
288810_238374,20250421,2
288810_238374,20250814,2
288810_238374,20250618,2
288810_238376,20250421,2
288810_238376,20250420,2
288815_237025,20250421,1
288815_237025,20250420,1
288815_237028,20250421,1
288815_237028,20250420,1
288815_237155,20250421,1
288815_237155,20250420,1
288815_237325,20250421,1
288815_237325,20250420,1
288815_237328,20250421,1
288815_237328,20250420,1
288816_237033,20250421,2
288816_237033,20250420,2
288816_237035,20250421,1
288816_237035,20250420,1
288816_237037,20250421,2
288816_237037,20250420,2
288816_237043,20250421,2
288816_237043,20250420,2
288816_237045,20250421,1
288816_237045,20250420,1
288816_237049,20250421,1
288816_237049,20250420,1
288816_237053,20250421,1
288816_237053,20250420,1
288816_237057,20250421,1
288816_237057,20250420,1
288816_237059,20250421,2
288816_237059,20250420,2
288816_237061,20250421,2
288816_237061,20250420,2
288816_237067,20250421,1
288816_237067,20250420,1
288816_237069,20250421,2
288816_237069,20250420,2
288816_237075,20250421,2
288816_237075,20250420,2
288816_237079,20250421,1
288816_237079,20250420,1
288816_237085,20250421,1
288816_237085,20250420,1
288816_237087,20250421,2
288816_237087,20250420,2
288816_237091,20250421,2
288816_237091,20250420,2
288817_237055,20250421,2
288817_237055,20250420,2
288817_237065,20250421,2
288817_237065,20250420,2
288817_237077,20250421,2
288817_237077,20250420,2
288817_237093,20250421,1
288817_237093,20250420,1
288820_237396,20250421,2
288820_237396,20250420,2
288820_237398,20250421,1
288820_237398,20250420,1
288822_237122,20250421,2
288822_237122,20250420,2
288822_237124,20250421,1
288822_237124,20250420,1
288822_237126,20250421,1
288822_237126,20250420,1
288822_237128,20250421,2
288822_237128,20250420,2
288822_237137,20250421,2
288822_237137,20250420,2
288822_237152,20250421,2
288822_237152,20250420,2
288822_237388,20250421,1
288822_237388,20250420,1
288822_237390,20250421,1
288822_237390,20250420,1
288822_237414,20250421,1
288822_237414,20250420,1
288822_237416,20250421,1
288822_237416,20250420,1
288822_237418,20250421,1
288822_237418,20250420,1
288823_237908,20250421,2
288823_237908,20250420,2
288823_237912,20250421,2
288823_237912,20250420,2
288823_237914,20250421,2
288823_237914,20250420,2
288823_237916,20250421,2
288823_237916,20250420,2
288823_237920,20250421,1
288823_237920,20250420,1
288823_237921,20250421,2
288823_237921,20250420,2
288823_237923,20250421,2
288823_237923,20250420,2
288823_237925,20250421,2
288823_237925,20250420,2
288823_237927,20250421,2
288823_237927,20250420,2
288823_237934,20250421,2
288823_237934,20250420,2
288823_237936,20250421,2
288823_237936,20250420,2
288823_237938,20250421,2
288823_237938,20250420,2
288823_237940,20250421,2
288823_237940,20250420,2
288823_237944,20250421,1
288823_237944,20250420,1
288823_237945,20250421,2
288823_237945,20250420,2
288823_237947,20250421,2
288823_237947,20250420,2
288823_237949,20250421,2
288823_237949,20250420,2
288823_237951,20250421,2
288823_237951,20250420,2
288823_237953,20250421,2
288823_237953,20250420,2
288823_237956,20250815,1
288823_237956,20250502,1
288823_237956,20250620,1
288823_237956,20250430,2
288823_237956,20250618,2
288823_237956,20250814,2
288823_237958,20250421,1
288823_237958,20250420,1
288823_237959,20250421,2
288823_237959,20250420,2
288824_237317,20250421,1
288824_237317,20250420,1
288825_237322,20250421,1
288825_237322,20250420,1
288827_237191,20250421,2
288827_237191,20250420,2
288827_237207,20250421,2
288827_237207,20250420,2
288828_237222,20250421,1
288828_237222,20250420,1
288828_237224,20250421,2
288828_237224,20250420,2
288828_237228,20250421,1
288828_237228,20250420,1
288828_237230,20250421,2
288828_237230,20250420,2
288828_237236,20250421,2
288828_237236,20250420,2
288828_237240,20250421,2
288828_237240,20250420,2
288828_237242,20250421,1
288828_237242,20250420,1
288828_237248,20250421,1
288828_237248,20250420,1
288828_237262,20250421,2
288828_237262,20250420,2
288828_237308,20250421,1
288828_237308,20250420,1
288828_238057,20250421,2
288828_238057,20250420,2
288828_238059,20250421,2
288828_238059,20250420,2
288828_238076,20250421,2
288828_238076,20250420,2
288828_238080,20250421,1
288828_238080,20250420,1
288828_238089,20250421,1
288828_238089,20250420,1
288828_238090,20250421,2
288828_238090,20250420,2
288828_238092,20250421,2
288828_238092,20250420,2
288828_238096,20250421,2
288828_238096,20250420,2
288828_238103,20250421,2
288828_238103,20250420,2
288828_238107,20250421,1
288828_238107,20250420,1
288828_238111,20250421,1
288828_238111,20250420,1
288828_238124,20250421,1
288828_238124,20250420,1
288828_238125,20250421,2
288828_238125,20250420,2
288829_237220,20250421,2
288829_237220,20250420,2
288829_237226,20250421,2
288829_237226,20250420,2
288829_237232,20250421,2
288829_237232,20250420,2
288829_237234,20250421,1
288829_237234,20250420,1
288829_237246,20250421,2
288829_237246,20250420,2
288829_237250,20250421,2
288829_237250,20250420,2
288829_237254,20250421,2
288829_237254,20250420,2
288829_237256,20250421,2
288829_237256,20250420,2
288829_237306,20250421,2
288829_237306,20250420,2
288830_237252,20250421,1
288830_237252,20250420,1
288830_237265,20251111,1
288830_237265,20250421,1
288830_237265,20250619,1
288830_237265,20250815,1
288830_237265,20250501,1
288830_237266,20250421,2
288830_237266,20250420,2
288830_237268,20251111,1
288830_237268,20250421,1
288830_237268,20250503,1
288830_237268,20250619,1
288830_237268,20250815,1
288830_237268,20250501,1
288830_237268,20251101,1
288830_237269,20250421,2
288830_237269,20250420,2
288830_238082,20250421,2
288830_238082,20250420,2
288830_238117,20250421,2
288830_238117,20250420,2
288831_237273,20250421,2
288831_237273,20250420,2
288831_237275,20250421,2
288831_237275,20250420,2
288831_237277,20250421,2
288831_237277,20250420,2
288831_237279,20250421,2
288831_237279,20250420,2
288831_237281,20250421,2
288831_237281,20250420,2
288831_237283,20250421,2
288831_237283,20250420,2
288831_237285,20250421,2
288831_237285,20250420,2
288831_237287,20250421,2
288831_237287,20250420,2
288831_237289,20250421,2
288831_237289,20250420,2
288831_237291,20250421,2
288831_237291,20250420,2
288831_237368,20250421,1
288831_237368,20250420,1
288831_237392,20250421,2
288831_237392,20250420,2
288831_237705,20250421,2
288831_237705,20250420,2
288831_237711,20250421,1
288831_237711,20250420,1
288831_237715,20250421,2
288831_237715,20250420,2
288831_237717,20251110,1
288831_237717,20250814,1
288831_237717,20250430,1
288831_237717,20250618,1
288831_237717,20250420,1
288831_237720,20250421,2
288831_237720,20250420,2
288831_237727,20250421,2
288831_237727,20250420,2
288831_237766,20250421,2
288831_237766,20250420,2
288831_237770,20250421,2
288831_237770,20250420,2
288831_237780,20250421,2
288831_237780,20250420,2
288831_237782,20250421,2
288831_237782,20250420,2
288831_237784,20250421,2
288831_237784,20250420,2
288831_237786,20250421,2
288831_237786,20250420,2
288831_237790,20250421,1
288831_237790,20250420,1
288831_237791,20250421,2
288831_237791,20250420,2
288831_237797,20250421,2
288831_237797,20250420,2
288831_237801,20250421,2
288831_237801,20250420,2
288831_237810,20250421,1
288831_237810,20250420,1
288831_237811,20250421,2
288831_237811,20250420,2
288831_237813,20250421,2
288831_237813,20250420,2
288831_237817,20250421,2
288831_237817,20250420,2
288831_237821,20250421,2
288831_237821,20250420,2
288831_237823,20251110,2
288831_237823,20250814,2
288831_237823,20250430,2
288831_237823,20250618,2
288831_237823,20250420,2
288831_237825,20251110,1
288831_237825,20250814,1
288831_237825,20250430,1
288831_237825,20250618,1
288831_237825,20250420,1
288831_237827,20251110,2
288831_237827,20250814,2
288831_237827,20250430,2
288831_237827,20250618,2
288831_237827,20250420,2
288831_237829,20251110,1
288831_237829,20250814,1
288831_237829,20250430,1
288831_237829,20250618,1
288831_237829,20250420,1
288831_237838,20250421,2
288831_237838,20250420,2
288831_237841,20250421,1
288831_237841,20250420,1
288832_237293,20250421,2
288832_237293,20250420,2
288832_238127,20250421,1
288832_238127,20250420,1
288832_238131,20250421,1
288832_238131,20250420,1
288832_238132,20250421,2
288832_238132,20250420,2
288832_238136,20250421,2
288832_238136,20250420,2
288832_238138,20250421,1
288832_238138,20250420,1
288832_238142,20250421,1
288832_238142,20250420,1
288832_238143,20250421,2
288832_238143,20250420,2
288832_238147,20250421,2
288832_238147,20250420,2
288832_238149,20250421,2
288832_238149,20250420,2
288832_238153,20250421,2
288832_238153,20250420,2
288832_238155,20250421,1
288832_238155,20250420,1
288832_238156,20250421,2
288832_238156,20250420,2
288832_238158,20250421,1
288832_238158,20250420,1
288832_238162,20250421,2
288832_238162,20250420,2
288832_238172,20250421,1
288832_238172,20250420,1
288832_238174,20250421,2
288832_238174,20250420,2
288832_238176,20250421,1
288832_238176,20250420,1
288832_238180,20250421,2
288832_238180,20250420,2
288832_238182,20250421,2
288832_238182,20250420,2
288832_238184,20250421,2
288832_238184,20250420,2
288832_238192,20250421,2
288832_238192,20250420,2
288832_238194,20250421,2
288832_238194,20250420,2
288832_238198,20250421,1
288832_238198,20250420,1
288832_238199,20250421,2
288832_238199,20250420,2
288834_237570,20250421,2
288834_237570,20250420,2
288834_237576,20250421,2
288834_237576,20250420,2
288834_237582,20250421,2
288834_237582,20250420,2
288834_237588,20250421,2
