service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
245078_115810,1,1,1,1,1,1,1,20240609,20241214
245079_115852,1,1,1,1,1,1,1,20240330,20240608
245079_115853,1,1,1,1,1,1,1,20240609,20241214
245079_115855,1,1,1,1,1,1,1,20240330,20240608
245079_115856,1,1,1,1,1,1,1,20240609,20241214
245079_115858,1,1,1,1,1,1,1,20240330,20240608
245079_115859,1,1,1,1,1,1,1,20240609,20241214
245079_115861,1,1,1,1,1,1,1,20240330,20240608
245079_115862,1,1,1,1,1,1,1,20240609,20241214
245079_115864,1,1,1,1,1,1,1,20240330,20240608
245079_115865,1,1,1,1,1,1,1,20240609,20241214
245079_115867,1,1,1,1,1,1,1,20240330,20240608
245079_115868,1,1,1,1,1,1,1,20240609,20241214
245079_115870,1,1,1,1,1,1,1,20240330,20240608
245079_115871,1,1,1,1,1,1,1,20240609,20241214
245079_116347,1,1,1,1,1,1,1,20240330,20240608
245079_116348,1,1,1,1,1,1,1,20240609,20241214
245079_116350,1,1,1,1,1,1,1,20240330,20240608
245079_116351,1,1,1,1,1,1,1,20240609,20241214
245079_116353,1,1,1,1,1,1,1,20240330,20240608
245079_116354,1,1,1,1,1,1,1,20240609,20241214
245079_116356,1,1,1,1,1,1,1,20240330,20240608
245079_116357,1,1,1,1,1,1,1,20240609,20241214
245079_116359,1,1,1,1,1,1,1,20240330,20240608
245079_116360,1,1,1,1,1,1,1,20240609,20241214
245079_116362,1,1,1,1,1,0,0,20240330,20240607
245079_116363,1,1,1,1,1,0,0,20240610,20241213
245079_116365,0,0,0,0,0,1,1,20240330,20240608
245079_116366,0,0,0,0,0,1,1,20240609,20241214
245079_116368,1,1,1,1,1,1,1,20240330,20240608
245079_116369,1,1,1,1,1,1,1,20240609,20241214
245080_115874,1,1,1,1,1,1,1,20240330,20240422
245080_115875,1,1,1,1,1,1,1,20240423,20240604
245080_115876,1,1,1,1,1,1,1,20240605,20240608
245080_115877,1,1,1,1,1,1,1,20240609,20241214
245081_115880,1,1,1,1,1,0,0,20240330,20240412
245081_115881,1,1,1,1,1,1,1,20240415,20240419
245081_115882,1,1,1,1,1,0,0,20240422,20240607
245081_115883,1,1,1,1,1,0,0,20240610,20241213
245081_115885,0,0,0,0,0,1,1,20240330,20240608
245081_115886,0,0,0,0,0,1,1,20240609,20241214
245081_115888,1,1,1,1,1,0,0,20240330,20240607
245081_115889,1,1,1,1,1,0,0,20240610,20241213
245081_115891,0,0,0,0,0,1,1,20240330,20240608
245081_115892,0,0,0,0,0,1,1,20240609,20241214
245081_115898,1,1,1,1,1,0,0,20240330,20240412
245081_115899,1,1,1,1,1,1,1,20240415,20240419
245081_115900,1,1,1,1,1,0,0,20240422,20240607
245081_115901,1,1,1,1,1,0,0,20240610,20241213
245081_115903,0,0,0,0,0,1,1,20240330,20240608
245081_115904,0,0,0,0,0,1,1,20240609,20241214
245081_115906,1,1,1,1,1,0,0,20240330,20240607
245081_115907,1,1,1,1,1,0,0,20240610,20241213
245081_115912,1,1,1,1,1,1,1,20240330,20240608
245081_115913,1,1,1,1,1,1,1,20240609,20241214
245081_115921,1,1,1,1,1,1,1,20240330,20240608
245081_115922,1,1,1,1,1,1,1,20240609,20241214
245081_115926,1,1,1,1,1,0,0,20240330,20240607
245081_115927,1,1,1,1,1,0,0,20240610,20241213
245081_115929,0,0,0,0,0,1,1,20240330,20240608
245081_115930,0,0,0,0,0,1,1,20240609,20241214
245081_115935,1,1,1,1,1,0,0,20240330,20240607
245081_115936,1,1,1,1,1,0,0,20240610,20241213
245081_115941,0,0,0,0,0,1,1,20240330,20240608
245081_115942,0,0,0,0,0,1,1,20240609,20241214
245081_116258,1,1,1,1,1,1,1,20240330,20240608
245081_116259,1,1,1,1,1,1,1,20240609,20241214
245081_116281,0,0,0,0,0,1,1,20240609,20241214
245081_116294,1,1,1,1,1,1,1,20240330,20240608
245081_116295,1,1,1,1,1,1,1,20240609,20241214
245081_116299,0,0,0,0,0,1,1,20240330,20240608
245081_116300,0,0,0,0,0,1,1,20240609,20241214
245081_116339,0,0,0,0,0,1,1,20240330,20240608
245081_116371,0,0,0,0,0,1,1,20240330,20240608
245081_116372,0,0,0,0,0,1,1,20240609,20241214
245081_116373,0,0,0,0,0,1,1,20240330,20241214
245082_115895,1,1,1,1,1,0,0,20240330,20240607
245082_115896,1,1,1,1,1,0,0,20240610,20241213
245082_117158,1,1,1,1,1,1,0,20240330,20240608
245082_117159,1,1,1,1,1,1,0,20240610,20241214
245082_117161,1,1,1,1,1,1,1,20240330,20240608
245082_117162,1,1,1,1,1,1,1,20240609,20241214
245082_117164,1,1,1,1,1,0,0,20240330,20240607
245082_117165,1,1,1,1,1,0,0,20240610,20241213
245082_117167,1,1,1,1,1,1,1,20240330,20240421
245082_117168,1,1,1,1,1,1,1,20240422,20240604
245082_117169,1,1,1,1,1,1,1,20240605,20240608
245082_117170,1,1,1,1,1,1,1,20240609,20241214
245082_117172,1,1,1,1,1,0,0,20240330,20240607
245082_117173,1,1,1,1,1,0,0,20240610,20241213
245082_117176,1,1,1,1,1,0,0,20240330,20240607
245082_117177,1,1,1,1,1,0,0,20240610,20241213
245082_117179,1,1,1,1,1,1,1,20240330,20240608
245082_117180,1,1,1,1,1,1,1,20240609,20241214
245082_117182,1,1,1,1,1,1,1,20240330,20240608
245082_117183,1,1,1,1,1,1,1,20240609,20241214
245082_117185,1,1,1,1,1,1,1,20240330,20240608
245082_117186,1,1,1,1,1,1,1,20240609,20241214
245082_117188,1,1,1,1,1,1,1,20240330,20240608
245082_117189,1,1,1,1,1,1,1,20240609,20241214
245082_117194,1,1,1,1,1,0,0,20240330,20240607
245082_117195,1,1,1,1,1,0,0,20240610,20241213
245082_117198,1,1,1,1,1,0,0,20240330,20240607
245082_117199,1,1,1,1,1,0,0,20240610,20241213
245082_117201,1,1,1,1,1,1,1,20240330,20240608
245082_117202,1,1,1,1,1,1,1,20240609,20241214
245082_117205,1,1,1,1,1,0,0,20240330,20240607
245082_117206,1,1,1,1,1,0,0,20240610,20241213
245082_117208,0,0,0,0,0,1,0,20240330,20240608
245082_117209,0,0,0,0,0,1,0,20240615,20241214
245082_117211,1,1,1,1,1,0,0,20240330,20240607
245082_117212,1,1,1,1,1,0,0,20240610,20241213
245082_117215,1,1,1,1,1,0,0,20240330,20240607
245082_117216,1,1,1,1,1,0,0,20240610,20241213
245082_117218,1,1,1,1,1,0,0,20240330,20240607
245082_117219,1,1,1,1,1,0,0,20240610,20241213
245082_117222,1,1,1,1,1,1,1,20240330,20240608
245082_117223,1,1,1,1,1,1,1,20240609,20241214
245082_117225,1,1,1,1,1,0,0,20240330,20240607
245082_117226,1,1,1,1,1,0,0,20240610,20241213
245082_117228,1,1,1,1,1,1,1,20240330,20240608
245082_117229,1,1,1,1,1,1,1,20240609,20241214
245082_117231,1,1,1,1,1,1,1,20240330,20240608
245082_117232,1,1,1,1,1,1,1,20240609,20241214
245082_117234,1,1,1,1,1,0,0,20240330,20240607
245082_117235,1,1,1,1,1,0,0,20240610,20241213
245082_117238,1,1,1,1,1,0,0,20240330,20240607
245082_117239,1,1,1,1,1,0,0,20240610,20241213
245082_117241,1,1,1,1,1,0,0,20240330,20240607
245082_117242,1,1,1,1,1,0,0,20240610,20241213
245082_117246,1,1,1,1,0,1,1,20240330,20240608
245082_117247,1,1,1,1,0,1,1,20240609,20241214
245082_117249,1,1,1,1,1,0,1,20240330,20240607
245082_117250,0,0,0,0,0,1,0,20240330,20240608
245082_117251,1,1,1,1,1,1,1,20240609,20241214
245082_117253,1,1,1,1,1,1,1,20240330,20240608
245082_117254,1,1,1,1,1,1,1,20240609,20241214
245082_117259,1,1,1,1,1,0,1,20240330,20240607
245082_117260,1,1,1,1,1,0,1,20240609,20241213
245082_117262,1,1,1,1,1,1,1,20240330,20240608
245082_117263,1,1,1,1,1,1,1,20240609,20241214
245082_117264,1,1,1,1,1,0,0,20240330,20240607
245082_117265,1,1,1,1,1,0,0,20240610,20241213
245083_115909,0,0,0,0,0,1,1,20240330,20240608
245083_115910,0,0,0,0,0,1,1,20240609,20241214
245083_116801,0,0,0,0,0,1,1,20240330,20240608
245083_116802,1,1,1,1,1,0,0,20240330,20240607
245083_116803,0,0,0,0,0,1,1,20240609,20241214
245083_116804,1,1,1,1,1,0,0,20240610,20241213
245084_115938,0,0,0,0,0,1,1,20240330,20240608
245084_115939,0,0,0,0,0,1,1,20240609,20241214
245084_116228,0,0,0,0,0,1,1,20240330,20240608
245084_116229,1,1,1,1,1,0,0,20240330,20240607
245084_116230,0,0,0,0,0,1,1,20240609,20241214
245084_116231,1,1,1,1,1,0,0,20240610,20241213
245085_115944,1,1,1,1,1,1,1,20240330,20240421
245085_115945,1,1,1,1,1,1,1,20240422,20240603
245085_115946,1,1,1,1,1,1,1,20240604,20240608
245085_115947,1,1,1,1,1,1,1,20240609,20241214
245086_115992,1,1,1,1,1,1,1,20240330,20240608
245086_115993,1,1,1,1,1,1,1,20240609,20241214
245086_115994,1,1,1,1,1,1,1,20240330,20240608
245086_115995,1,1,1,1,1,1,1,20240609,20241214
245086_115997,1,1,1,1,1,1,1,20240330,20240608
245086_115998,1,1,1,1,1,1,1,20240609,20241214
245086_116000,1,1,1,1,1,1,1,20240330,20240608
245086_116001,1,1,1,1,1,1,1,20240609,20241214
245086_116003,1,1,1,1,1,0,0,20240330,20241213
245086_116004,1,1,1,1,1,1,1,20240330,20240608
245086_116005,1,1,1,1,1,1,1,20240609,20241214
245086_116007,1,1,1,1,1,1,1,20240330,20240608
245086_116008,1,1,1,1,1,1,1,20240609,20241214
245086_116010,1,1,1,1,1,1,1,20240330,20240608
245086_116011,1,1,1,1,1,1,1,20240609,20241214
245086_116012,1,1,1,1,1,1,1,20240330,20241214
245086_116014,1,1,1,1,1,1,1,20240330,20240608
245086_116015,1,1,1,1,1,1,1,20240609,20241214
245086_116017,1,1,1,1,1,1,1,20240330,20240608
245086_116018,1,1,1,1,1,1,1,20240609,20241214
245086_116020,1,1,1,1,1,1,1,20240330,20240608
245086_116021,1,1,1,1,1,1,1,20240609,20241214
245086_116023,1,1,1,1,1,0,0,20240330,20240607
245086_116024,1,1,1,1,1,0,0,20240610,20241213
245086_116025,1,1,1,1,1,1,1,20240330,20241214
245086_116026,1,1,1,1,1,1,1,20240330,20241214
245086_116028,1,1,1,1,1,1,1,20240330,20240608
245086_116030,1,1,1,1,1,1,1,20240609,20241214
245087_116036,1,1,1,1,1,1,0,20240330,20240608
245087_116037,1,1,1,1,1,1,0,20240610,20241214
245087_116042,0,0,0,0,0,1,1,20240330,20240608
245087_116043,0,0,0,0,0,1,1,20240609,20241214
245087_116045,1,1,1,1,1,0,0,20240330,20240607
245087_116046,1,1,1,1,1,0,0,20240610,20241213
245087_116051,0,0,0,0,0,1,1,20240330,20240608
245087_116052,0,0,0,0,0,1,1,20240609,20241214
245087_116055,1,1,1,1,1,0,0,20240330,20240607
245087_116056,1,1,1,1,1,0,0,20240610,20241213
245087_116071,1,1,1,1,1,0,0,20240330,20240607
245087_116072,1,1,1,1,1,0,0,20240610,20241213
245087_116075,1,1,1,1,1,1,1,20240330,20240608
245087_116076,1,1,1,1,1,1,1,20240609,20241214
245087_116077,1,1,1,1,1,0,0,20240330,20241213
245087_116081,1,1,1,1,1,1,1,20240330,20240608
245087_116082,1,1,1,1,1,1,1,20240609,20241214
245087_116087,1,1,1,1,1,0,0,20240330,20241213
245087_116114,0,0,0,0,0,0,1,20240330,20240602
245087_116115,0,0,0,0,0,0,1,20240609,20241208
245087_116117,0,0,0,0,0,1,0,20240330,20240608
245087_116118,0,0,0,0,0,1,0,20240615,20241214
245087_116120,1,1,1,1,1,0,0,20240330,20240607
245087_116121,1,1,1,1,1,0,0,20240610,20241213
245087_116203,0,0,0,0,0,1,1,20240330,20240608
245087_116204,0,0,0,0,0,1,1,20240609,20241214
245087_116206,1,1,1,1,1,1,1,20240330,20240608
245087_116207,1,1,1,1,1,1,1,20240609,20241214
245087_116209,1,1,1,1,1,1,1,20240330,20240608
245087_116210,1,1,1,1,1,1,1,20240609,20241214
245087_116212,1,1,1,1,1,1,1,20240330,20240608
245087_116213,1,1,1,1,1,1,1,20240609,20241214
245087_116215,1,1,1,1,1,1,1,20240330,20240608
245087_116216,1,1,1,1,1,1,1,20240609,20241214
245087_117410,1,1,1,1,1,0,0,20240330,20241213
245087_117411,1,1,1,1,1,1,1,20240330,20240608
245087_117412,1,1,1,1,1,1,1,20240609,20241214
245087_117414,1,1,1,1,1,0,0,20240330,20240607
245087_117415,1,1,1,1,1,0,0,20240610,20241213
245087_117427,1,1,1,1,1,1,1,20240330,20240608
245087_117428,1,1,1,1,1,1,1,20240609,20241214
245087_117430,1,1,1,1,1,0,0,20240330,20240607
245087_117431,1,1,1,1,1,0,0,20240610,20241213
245087_117436,0,0,0,0,0,1,1,20240330,20240608
245087_117437,0,0,0,0,0,1,1,20240609,20241214
245087_117444,1,1,1,1,1,1,1,20240330,20241214
245087_117446,1,1,1,1,1,1,1,20240330,20240608
245087_117447,1,1,1,1,1,1,1,20240609,20241214
245087_117449,1,1,1,1,1,0,0,20240330,20240607
245087_117450,1,1,1,1,1,0,0,20240610,20241213
245087_117454,1,1,1,1,1,0,0,20240330,20241213
245087_117456,1,1,1,1,1,0,0,20240330,20240607
245087_117457,1,1,1,1,1,0,0,20240610,20241213
245087_117459,0,0,0,0,0,0,1,20240330,20240602
245087_117460,0,0,0,0,0,0,1,20240609,20241208
245087_117470,0,0,0,0,0,1,1,20240330,20240608
245087_117471,0,0,0,0,0,1,1,20240609,20241214
245087_117473,1,1,1,1,1,1,1,20240330,20240608
245087_117474,1,1,1,1,1,1,1,20240402,20240405
245087_117475,1,1,1,1,1,1,1,20240603,20240606
245087_117476,1,1,1,1,1,1,1,20240609,20241214
245087_117500,0,0,0,0,0,1,1,20240330,20240608
245087_117501,0,0,0,0,0,1,1,20240609,20241214
245087_117502,1,1,1,1,1,0,0,20240330,20241213
245087_117504,1,1,1,1,1,1,1,20240330,20240608
245087_117505,1,1,1,1,1,1,1,20240609,20241214
245087_117507,1,1,1,1,1,1,1,20240330,20240608
245087_117508,1,1,1,1,1,1,1,20240609,20241214
245087_117510,1,1,1,1,1,1,1,20240330,20240608
245087_117511,1,1,1,1,1,1,1,20240609,20241214
245088_116039,1,1,1,1,1,0,0,20240330,20240607
245088_116040,1,1,1,1,1,0,0,20240610,20241213
245088_116048,1,1,1,1,1,0,0,20240330,20240607
245088_116049,1,1,1,1,1,0,0,20240610,20241213
245088_116064,1,1,1,1,1,0,0,20240330,20240607
245088_116065,1,1,1,1,1,0,0,20240610,20241213
245088_116069,0,0,0,0,0,1,1,20240330,20240608
245088_116070,0,0,0,0,0,1,1,20240609,20241214
245088_116084,1,1,1,1,1,1,1,20240330,20240608
245088_116085,1,1,1,1,1,1,1,20240609,20241214
245088_116095,1,1,1,1,1,0,0,20240330,20240607
245088_116096,1,1,1,1,1,0,0,20240610,20241213
245088_116124,1,1,1,1,1,0,0,20240330,20240607
245088_116125,1,1,1,1,1,0,0,20240610,20241213
245088_116197,1,1,1,1,1,1,1,20240330,20240608
245088_116198,1,1,1,1,1,1,1,20240609,20241214
245088_116200,1,1,1,1,1,0,0,20240330,20240607
245088_116201,1,1,1,1,1,0,0,20240610,20241213
245089_116091,0,0,0,0,0,1,1,20240330,20240608
245089_116092,0,0,0,0,0,1,1,20240609,20241214
245089_116111,1,1,1,1,1,0,0,20240330,20240607
245089_116112,1,1,1,1,1,0,0,20240610,20241213
245089_116127,0,0,0,0,0,0,1,20240330,20240602
245089_116128,0,0,0,0,0,0,1,20240609,20241208
245089_116131,1,1,1,1,1,1,1,20240330,20240608
245089_116132,1,1,1,1,1,1,1,20240609,20241214
245089_117417,0,0,0,0,0,1,0,20240330,20240608
245089_117418,0,0,0,0,0,1,0,20240615,20241214
245089_117425,1,1,1,1,1,1,1,20240609,20241214
245089_117439,1,1,1,1,1,0,0,20240330,20240607
245089_117440,1,1,1,1,1,0,0,20240610,20241213
245089_117478,0,0,0,0,0,1,1,20240330,20240608
245089_117480,0,0,0,0,0,1,1,20240609,20241214
245089_117495,1,1,1,1,1,0,0,20240330,20240607
245089_117496,1,1,1,1,1,0,0,20240610,20241213
245090_116135,1,1,1,1,1,0,0,20240330,20240607
245090_116136,1,1,1,1,1,0,0,20240610,20241213
245090_116137,1,1,1,1,1,0,0,20240330,20240607
245090_116138,1,1,1,1,1,0,0,20240610,20241213
245090_116141,1,1,1,1,1,0,0,20240330,20240419
245090_116142,1,1,1,1,1,0,0,20240422,20240604
245090_116143,1,1,1,1,1,1,1,20240605,20240607
245090_116144,1,1,1,1,1,0,0,20240610,20241213
245090_116146,1,1,1,1,1,0,0,20240330,20240607
245090_116147,1,1,1,1,1,0,0,20240610,20241213
245090_116149,1,1,1,1,1,0,0,20240330,20240607
245090_116150,1,1,1,1,1,0,0,20240610,20241213
245090_116152,1,1,1,1,1,0,0,20240330,20240607
245090_116153,1,1,1,1,1,0,0,20240610,20241213
245090_116155,1,1,1,1,1,0,0,20240330,20240607
245090_116156,1,1,1,1,1,0,0,20240610,20241213
245090_116159,1,1,1,1,1,0,0,20240330,20240419
245090_116160,1,1,1,1,1,0,0,20240422,20240604
245090_116161,1,1,1,1,1,1,1,20240605,20240607
245090_116162,1,1,1,1,1,0,0,20240610,20241213
245090_116164,1,1,1,1,1,0,0,20240330,20240607
245090_116165,1,1,1,1,1,0,0,20240610,20241213
245090_116167,1,1,1,1,1,0,0,20240330,20240607
245090_116168,1,1,1,1,1,0,0,20240610,20241213
245090_116183,1,1,1,1,1,1,1,20240330,20240422
245090_116184,1,1,1,1,1,1,1,20240423,20240604
245090_116185,1,1,1,1,1,1,1,20240507,20240510
245090_116186,1,1,1,1,1,1,1,20240605,20240608
245090_116187,1,1,1,1,1,1,1,20240609,20241214
245090_116266,1,1,1,1,1,1,1,20240423,20240604
245090_116276,1,1,1,1,1,0,0,20240610,20241213
245090_116284,1,1,1,1,1,0,0,20240330,20240607
245090_116288,1,1,1,1,1,0,0,20240330,20240607
245090_116289,1,1,1,1,1,1,1,20240416,20240416
245090_116292,1,1,1,1,1,0,0,20240610,20241213
245090_116296,1,1,1,1,1,1,1,20240423,20240604
245090_116297,1,1,1,1,1,0,0,20240422,20240604
245090_116302,1,1,1,1,1,1,1,20240422,20240422
245090_116303,1,1,1,1,1,1,1,20240423,20240604
245090_116311,1,1,1,1,1,1,1,20240422,20240604
245090_116313,1,1,1,1,1,1,1,20240422,20240604
245090_116315,1,1,1,1,1,1,1,20240422,20240604
245090_116316,1,1,1,1,1,1,1,20240422,20240604
245090_116317,1,1,1,1,1,1,1,20240422,20240604
245090_116318,1,1,0,0,0,0,0,20240422,20240510
245090_116319,1,1,1,1,1,1,1,20240424,20240604
245090_116320,1,1,1,1,1,1,1,20240422,20240604
245090_116321,1,1,1,1,1,1,1,20240422,20240604
245090_116328,1,1,1,1,1,0,0,20240422,20240604
245090_116329,1,1,1,1,1,0,0,20240422,20240604
245090_116330,1,1,1,1,1,1,1,20240422,20240604
245090_116331,1,1,1,1,1,1,1,20240422,20240603
245090_116335,1,1,1,1,1,1,1,20240422,20240603
245090_116336,1,1,1,1,1,1,1,20240422,20240603
245090_116337,1,1,1,1,1,1,1,20240422,20240603
245090_116344,1,1,1,1,1,0,0,20240330,20240607
245090_116345,1,1,1,1,1,0,0,20240610,20241213
245090_116806,1,1,1,1,1,0,0,20240330,20240607
245090_116807,1,1,1,1,1,0,0,20240610,20241213
245090_116814,1,1,1,1,1,1,1,20240330,20240421
245090_116815,1,1,1,1,1,1,1,20240422,20240604
245090_116816,1,1,1,1,1,1,1,20240605,20240608
245090_116817,1,1,1,1,1,1,1,20240609,20241214
245090_116824,1,1,1,1,1,0,0,20240330,20240607
245090_116825,1,1,1,1,1,0,0,20240610,20241213
245090_116827,1,1,1,1,1,0,0,20240330,20240607
245090_116828,1,1,1,1,1,0,0,20240610,20241213
245090_116835,0,0,0,0,1,1,0,20240330,20240608
245090_116836,0,0,0,0,1,1,0,20240614,20241214
245090_116877,1,1,1,1,1,1,1,20240330,20240608
245090_116878,1,1,1,1,1,1,1,20240609,20241214
245090_116880,1,1,1,1,1,1,1,20240330,20240422
245090_116881,1,1,1,1,1,1,1,20240423,20240604
245090_116882,1,1,1,1,1,1,1,20240605,20240608
245090_116883,1,1,1,1,1,1,1,20240609,20241214
245090_116889,1,1,1,1,1,0,0,20240330,20240607
245090_116890,1,1,1,1,1,0,0,20240610,20241213
245090_116893,1,1,1,1,1,1,1,20240330,20240421
245090_116894,1,1,1,1,1,1,1,20240422,20240422
245090_116895,1,1,1,1,1,1,1,20240423,20240604
245090_116896,1,1,1,1,1,1,1,20240605,20240608
245090_116897,1,1,1,1,1,1,1,20240609,20241214
245090_116899,1,1,1,1,1,0,0,20240330,20240607
245090_116900,1,1,1,1,1,1,1,20240416,20240416
245090_116901,1,1,1,1,1,0,0,20240610,20241213
245090_116918,0,0,0,0,0,1,1,20240330,20240608
245090_116919,0,0,0,0,0,1,1,20240609,20241214
245090_116926,1,1,1,1,1,0,0,20240330,20240607
245090_116927,1,1,1,1,1,0,0,20240610,20241213
245090_116929,1,1,1,1,1,0,0,20240330,20241213
245090_116931,0,0,0,0,0,1,1,20240330,20240608
245090_116932,0,0,0,0,0,1,1,20240609,20241214
245090_116934,1,1,1,1,1,0,0,20240330,20240607
245090_116935,1,1,1,1,1,0,0,20240610,20241213
245090_116942,1,1,1,1,1,0,0,20240330,20240419
245090_116943,1,1,1,1,1,0,0,20240422,20240604
245090_116944,1,1,1,1,1,1,1,20240605,20240607
245090_116945,1,1,1,1,1,0,0,20240610,20241213
245090_116962,1,1,1,1,1,1,1,20240330,20240421
245090_116963,1,1,1,1,1,1,1,20240422,20240603
245090_116964,1,1,1,1,1,1,1,20240604,20240608
245090_116965,1,1,1,1,1,1,1,20240609,20241214
245090_116980,1,1,1,1,1,0,0,20240330,20240419
245090_116981,1,1,1,1,1,0,0,20240422,20240604
245090_116982,1,1,1,1,1,1,1,20240605,20240607
245090_116983,1,1,1,1,1,0,0,20240610,20241213
245090_116996,1,1,1,1,1,0,0,20240330,20240607
245090_116997,1,1,1,1,1,1,1,20240409,20240411
245090_116998,1,1,1,1,1,1,1,20240415,20240416
245090_116999,1,1,1,1,1,0,0,20240610,20241213
245090_117007,0,0,0,0,0,1,1,20240330,20240608
245090_117008,0,0,0,0,0,1,1,20240609,20241214
245090_117010,1,1,1,1,1,0,0,20240330,20240412
245090_117011,1,1,1,1,1,1,1,20240415,20240419
245090_117012,1,1,1,1,1,0,0,20240422,20240604
245090_117013,1,1,1,1,1,1,1,20240605,20240607
245090_117014,1,1,1,1,1,0,0,20240610,20241213
245090_117016,1,1,1,1,1,0,0,20240330,20240607
245090_117017,1,1,1,1,1,0,0,20240610,20241213
245090_117028,1,1,1,1,1,0,0,20240330,20240607
245090_117029,1,1,1,1,1,1,1,20240409,20240411
245090_117030,1,1,1,1,1,1,1,20240415,20240416
245090_117031,1,1,1,1,1,0,0,20240610,20241213
245090_117033,1,1,1,1,1,1,1,20240330,20240421
245090_117034,1,1,1,1,1,1,1,20240415,20240419
245090_117035,1,1,0,0,0,0,0,20240422,20240430
245090_117036,1,1,1,1,1,1,1,20240424,20240603
245090_117037,1,1,1,1,1,1,1,20240604,20240608
245090_117038,1,1,1,1,1,1,1,20240609,20241214
245090_117040,1,1,1,1,1,0,0,20240330,20240607
245090_117041,1,1,1,1,1,1,1,20240415,20240415
245090_117042,1,1,1,1,1,0,0,20240610,20241213
245090_117045,1,1,1,1,0,0,1,20240330,20240606
245090_117046,0,0,0,0,1,1,0,20240330,20240608
245090_117047,1,1,1,1,0,0,1,20240609,20241212
245090_117048,0,0,0,0,1,1,0,20240614,20241214
245090_117050,0,0,0,0,1,1,0,20240330,20240420
245090_117051,0,0,0,0,1,1,0,20240426,20240601
245090_117052,1,1,1,1,1,1,1,20240607,20240608
245090_117053,0,0,0,0,1,1,0,20240614,20241214
245090_117055,1,1,1,1,0,0,1,20240330,20240606
245090_117056,1,1,1,1,0,0,1,20240609,20241212
245090_117063,1,1,1,1,1,1,1,20240330,20240421
245090_117064,1,1,1,1,1,1,1,20240422,20240603
245090_117065,1,1,1,1,1,1,1,20240604,20240608
245090_117066,1,1,1,1,1,1,1,20240609,20241214
245090_117068,1,1,1,1,1,1,1,20240330,20240608
245090_117069,1,1,1,1,1,1,1,20240609,20241214
245091_116170,1,1,1,1,1,0,0,20240330,20240607
245091_116171,1,1,1,1,1,0,0,20240610,20241213
245091_117513,0,0,0,0,0,1,1,20240330,20240608
245091_117514,0,0,0,0,0,1,1,20240609,20241214
245091_117519,1,1,1,1,1,1,1,20240609,20241214
245091_117524,1,1,1,1,1,0,0,20240330,20240607
245091_117525,1,1,1,1,1,0,0,20240610,20241213
245091_117530,1,1,1,1,1,1,1,20240330,20240608
245091_117531,1,1,1,1,1,1,1,20240609,20241214
245091_117536,1,1,1,1,1,1,1,20240330,20240608
245091_117537,1,1,1,1,1,1,1,20240609,20241214
245091_117539,0,0,0,0,0,1,1,20240330,20240608
245091_117540,0,0,0,0,0,1,1,20240609,20241214
245091_117545,1,1,1,1,1,0,0,20240330,20240607
245091_117546,1,1,1,1,1,0,0,20240610,20241213
245091_117551,1,1,1,1,1,0,0,20240330,20240607
245091_117552,1,1,1,1,1,0,0,20240610,20241213
245091_117553,1,1,1,1,1,1,1,20240330,20240608
245091_117554,1,1,1,1,1,1,1,20240609,20241214
245091_117559,1,1,1,1,1,1,1,20240330,20240608
245091_117560,1,1,1,1,1,1,1,20240609,20241214
245091_117566,1,1,1,1,1,0,0,20240330,20240607
245091_117567,1,1,1,1,1,0,0,20240610,20241213
245091_117572,0,0,0,0,0,1,1,20240330,20240608
245091_117573,0,0,0,0,0,1,1,20240609,20241214
245091_117575,1,1,1,1,1,0,0,20240330,20240607
245091_117576,1,1,1,1,1,0,0,20240610,20241213
245091_117578,1,1,1,1,1,1,1,20240330,20240608
245091_117579,1,1,1,1,1,1,1,20240609,20241214
245091_117593,1,1,1,1,1,1,1,20240330,20240608
245091_117594,1,1,1,1,1,1,1,20240609,20241214
245091_117599,1,1,1,1,1,0,0,20240330,20240607
245091_117600,1,1,1,1,1,0,0,20240610,20241213
245091_117602,1,1,1,1,1,0,0,20240330,20240607
245091_117603,1,1,1,1,1,0,0,20240610,20241213
245091_117608,0,0,0,0,0,1,1,20240330,20240608
245091_117609,0,0,0,0,0,1,1,20240609,20241214
245091_117611,1,1,1,1,1,0,0,20240330,20240607
245091_117612,1,1,1,1,1,0,0,20240610,20241213
245091_117621,0,0,0,0,0,1,1,20240330,20240608
245091_117622,0,0,0,0,0,1,1,20240609,20241214
245091_117625,1,1,1,1,1,0,0,20240330,20240607
245091_117626,1,1,1,1,1,0,0,20240610,20241213
245091_117630,1,1,1,1,1,0,0,20240610,20241213
245091_117632,1,1,1,1,1,1,1,20240609,20241214
245091_117638,0,0,0,0,0,1,1,20240330,20240608
245091_117639,0,0,0,0,0,1,1,20240609,20241214
245091_117641,1,1,1,1,1,0,0,20240330,20240607
245091_117642,1,1,1,1,1,0,0,20240610,20241213
245091_117646,1,1,1,1,1,1,1,20240330,20240608
245091_117647,1,1,1,1,1,1,1,20240609,20241214
245091_117651,1,1,1,1,1,0,0,20240330,20240607
245091_117652,1,1,1,1,1,0,0,20240610,20241213
245091_117654,1,1,1,1,1,1,1,20240330,20240608
245091_117655,1,1,1,1,1,1,1,20240609,20241214
245092_116173,1,1,1,1,1,1,1,20240330,20240608
245092_116175,1,1,1,1,1,1,1,20240603,20240606
245092_116176,1,1,1,1,1,1,1,20240607,20240607
